|  Data        |                  A&B                   |       Wei        |       Hejazi      |        Chen       |        Xu       |    Khorshidi    |      Chutia      | Chutia optimization2 |
| ------------ |              -----------               |    ----------    |      --------     |      --------     |     --------    |   ------------  |     --------     |    -------------     |
|              |  [1.000,1.000,1.000,1.000;1.000,1.000] |                  |                   |                   |                 |                 |                  |                      |
|      19      | [0.400,0.400,0.500,0.500;1.000,1.000]  |  0.622222222222  |   0.501183431953  |        0.49       |  0.71583592135  |  0.811047523504 |  0.540249536779  |    0.589666698337    |
|              |  [0.600,0.600,0.900,0.900;1.000,1.000] |                  |                   |                   |                 |                 |                  |                      |
|      20      | [0.400,0.400,0.500,0.500;1.000,1.000]  |       0.7        |        0.7        |        0.49       |  0.71583592135  |  0.91950155281  |  0.542051077093  |    0.591186155382    |
|              |  [0.700,0.700,0.800,0.800;1.000,1.000] |                  |                   |                   |                 |                 |                  |                      |
|      21      | [0.100,0.200,0.300,0.400;0.500,0.500]  |       None       |        None       |        None       |       None      |       None      |  0.297100223713  |    0.404649652282    |
|              |  [0.100,0.200,0.300,0.400;0.100,0.100] |                  |                   |                   |                 |                 |                  |                      |
|      22      | [0.100,0.200,0.300,0.400;0.100,0.200]  |       None       |        None       |        None       |       None      |       None      | 0.0913077251741  |    0.260959796983    |
|              |  [0.100,0.200,0.300,0.400;0.900,1.000] |                  |                   |                   |                 |                 |                  |                      |
|      23      | [0.100,0.200,0.300,0.400;1.000,1.000]  |       0.0        |        0.0        |        0.0        |  0.668246732601 |  0.239099564347 |       0.0        |    0.136459564698    |
|              |  [0.500,0.500,0.500,0.500;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      24      | [0.500,0.500,0.500,0.500;0.000,0.000]  |       None       |        None       |        None       |  0.90527864045  |  0.99105572809  |       0.75       |    0.765949610902    |
|              |  [0.600,0.600,0.600,0.600;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      25      | [0.100,0.200,0.300,0.400;1.000,1.000]  |       0.6        |        0.6        |        0.36       |   0.6211145618  |  0.85689164944  |  0.394485269569  |    0.475925070942    |
|              |  [0.500,0.600,0.700,0.800;1.000,1.000] |                  |                   |                   |                 |                 |                  |                      |
|      26      | [0.100,0.200,0.300,0.400;0.000,0.000]  |       0.0        |        None       |        None       |  0.927639320225 |  0.663685242697 |       None       |    0.804090424003    |
|              |  [0.300,0.300,0.300,0.300;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      27      | [0.100,0.200,0.300,0.400;0.000,0.000]  |       0.54       |        None       |        None       |  0.90527864045  |  0.858914964345 |       None       |    0.669593658043    |
|              |  [0.100,0.300,0.400,0.600;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      28      | [0.600,0.600,0.700,0.700;0.000,0.000]  |  0.233333333333  |        None       |        None       |  0.71583592135  |  0.715167874408 |       None       |    0.474365326156    |
|              |  [0.200,0.200,0.500,0.500;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      29      | [0.100,0.200,0.300,0.400;0.000,0.000]  |       0.9        |        None       |        None       |  0.90527864045  |  0.99105572809  |       None       |    0.693414867856    |
|              |  [0.200,0.350,0.350,0.500;0.000,0.000] |                  |                   |                   |                 |                 |                  |                      |
|      30      | [0.000,0.000,0.000,0.000;0.500,0.500]  |       0.0        |        None       |        0.0        | 0.0390227771354 | 0.0520303695138 |       0.0        |   0.0985752062927    |
|              |  [1.000,1.000,1.000,1.000;1.000,1.000] |                  |                   |                   |                 |                 |                  |                      |
